name,image
본렉스이알캡슐30밀리그램(시클로벤자프린염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mdm43vUUC-
오메코프정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400089
산도스올란자핀정10밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeM47xF873
올란프레서정10mg(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400099
산도스올란자핀정5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeM47xF86T
올란프레서정5mg(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400107
산도스올란자핀정2.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeM47xF85t
올란프레서정2.5mg(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400122
센트룸실버정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwITgp4WIn
헤파피스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604072451200094
메펜연질캡슐(메페남산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400143
센타민플러스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400155
헤모퀸골드캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6KEQ
제로민연질캡슐(디펜히드라민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400164
비나코연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400167
리피다운캡슐120밀리그램(오르리스타트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706772283900057
비오펜연질캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031002845800195
카이로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJov1
덴탈에프정(옥수수불검화정량추출물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900142
마이에신캡슐(은교산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706772284000000
미카몰정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800116
행심연질캡슐(은행엽건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000009
알룬정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800128
미니메이드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800131
리버플란연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800137
에코닉신정(클로닉신리시네이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800158
토넥스포르테캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706768099900101
헤파라이프연질캡슐350mg(밀크시슬열매건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N9-UdVMReL
비타마인연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800167
그날엔정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700043
자베스카캡슐100밀리그램(미글루스타트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O7UMSVD8I4
이프렌에스연질캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCmo
맥스비타플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400005
에델피스연질캡슐(디펜히드라민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MgMniIZaON
제이에스콜드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400017
코크린정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FiD
오메콜캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400026
리드비타큐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400029
비타엔큐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000015
카페그린정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400047
트리답티브정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147817442818700152
코프노캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400053
이젠이캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCfp
스프라이셀정50밀리그램(다사티닙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500035
에너지톤연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500043
토핀정25밀리그램(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500049
디스톤골드연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900100
리리스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029700064
콘로친300연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900094
케티맥스정100밀리그램(푸마르산쿠에티아핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500074
헤모윈연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725972805200140
잔타놀정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500080
푸로콜에스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500107
한신타미놀캅셀(아세트아미노펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500118
아스노캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500121
아토스타정10밀리그램(아토르바스타틴칼슘삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300080
비텐지연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300098
라시핀정(라시디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500189
포스펜정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500196
보령세파클러캡슐(세파클러수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500199
리피다운캡슐60밀리그램(오르리스타트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706772283900075
아지탑스정250밀리그램(아지트로마이신수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300032
수마트란정50밀리그램(수마트립탄숙신산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208400080
바로디핀정5밀리그램(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706780504700036
아네페질속붕정(도네페질염산염일수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333323956100001
사르반정80밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298766464500059
레보텍캡슐(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300083
로비텐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000001
맥스콜연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000004
속콜파워연질캡슐(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700019
쿨드림연질캡슐(디펜히드라민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000023
긴코센정120밀리그램(은행엽건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000031
칼루타미정150밀리그램(비칼루타미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000034
씨탈정(에스시탈로프람옥살산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000040
미가드정2.5밀리그램(프로바트립탄숙신산염일수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151922765025100029
마이녹실에스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706772283900015
비알칸다플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000052
변락소정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000055
콜리브정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000058
지르세틴정10밀리그램(세티리진염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200016
실리웰골드연질캡슐(밀크시슬열매건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000067
디펜에이정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875400089
로큅정0.25밀리그램(로피니롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333323956000098
칼인비연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv5PQjxq6v
칸데모어정16밀리그램(칸데사르탄실렉세틸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtVfJYNxry
코큐모아연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000094
칼본큐포르테플러스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725977858300030
로큅정1밀리그램(로피니롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661642891600062
덴타칸캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000106
바로자미연질캡슐(디펜히드라민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661657839800057
알벤프리졸정(알벤다졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000124
로노펜300연질캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000130
이모돌정(옥수수불검화정량추출물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148665483160200178
칸데플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000148
프릴리지정60밀리그램(다폭세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333333086600026
프로코라란정5밀리그램(이바브라딘염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597935837700008
프로코라란정7.5밀리그램(이바브라딘염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152829795999100098
뉴피오정(피오글리타존염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400110
칸다이플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400113
페이론캡슐(아미노벤조산칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400116
레복사신정250밀리그램(레보플록사신수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400125
아트로졸정(아나스트로졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400131
피륵산정200밀리그램(부플로메딜인산피리독살),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200046
클라리틴정(로라타딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609556259100171
세자르플러스프로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400143
칸데사플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400149
애드릴정5밀리그램(이미다프릴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MV_5S
베리콜콜드캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400158
에피스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400161
키드업정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400176
판토마그정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400182
트랜미정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6I4D
써큐징코연질캡슐(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900006
로페란캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900017
이모나에프캡슐(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032606603100011
큐크린정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900032
콘탑정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900035
덱시쿨펜연질캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900045
메디큐텐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900055
러지펜정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900083
비타모니에이스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900093
비타올큐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875400059
쎌크비타연질캡슐(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900104
덱시브연질캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900107
덱시카이플러스연질캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032442560400084
메타러정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900125
토코네슘연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900131
알지엔스피드연질캡슐10밀리그램(세티리진염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900136
아스몬츄정5밀리그램(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732699404500034
산도스프라미펙솔정0.25밀리그램(프라미펙솔염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035082651700128
에스케이코스카플러스프로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nqf2BSxndn
원살탄플러스프로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900164
산도스프라미펙솔정1밀리그램(프라미펙솔염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035082651700122
라파뮨정2밀리그램(시롤리무스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900186
산도스프라미펙솔정0.5밀리그램(프라미펙솔염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035082651700134
레보세린정(레보세티리진염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152292786176700113
아스몬츄정4밀리그램(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800001
리비알정(티볼론),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NW2jyerdY6
제니낙스정200밀리그램(가레녹사신메실산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800007
산도스프라미펙솔정0.125밀리그램(프라미펙솔염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800010
일양로자탄플러스프로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333333086500016
로나센정2밀리그램(블로난세린)/로나센정4밀리그램(블로난세린),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MrmYmlR4oU
로핀플러스프로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800025
에이포겔류마정(하르파고피툼근추출물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800028
로펜정(방풍통성산건조엑스(4.6→1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800034
훼리너프에프캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800040
케라민캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68AP
씨렉신캡슐(은교산건조엑스8.16→1),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800054
솔라제정(프로나제B),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834130612500018
에피니틴캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800063
모아리버골드연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800074
글로알벤다졸정(알벤다졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900000
덴탑플러스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FDp
알러샷연질캡슐(세티리진염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918800015
쎄로켈서방정150밀리그램(쿠에티아핀푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N9r98JmP7c
씨렉신정(은교산연조엑스4.08→1),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900021
더마화이트정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900033
제로정150mg(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6OTx
클라빅신정(클로피도그렐황산수소염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900042
제이더블유신약로잘탄플러스프로정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900045
산도스에스시탈로프람정10밀리그램(에스시탈로프람옥살산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeM47xF85H
베어비타정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333323956000104
에키나포스프로텍트정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900065
쎌크존연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333336303100006
바이라민골드플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834121591000046
리노반10캡슐(시부트라민말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900097
비스칸엔캡슐(바실루스리케니포르미스균),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F64Xq
화이트프로젝트정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333336303000092
젠스큐민연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900117
도파로핀정1밀리그램(로피니롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132500085
칸단테플러스정16/12.5mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149019722388100064
메토신필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000154
헵타바캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706768099900089
레바록스정250mg(레보플록사신수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000185
아나탄플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000191
칸세틸플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732699404500088
칸자탄플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000197
원스에어정10밀리그램(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732689962500007
발사벨정40밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700003
고려칸데사르탄플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700006
아피니토정5밀리그램(에베로리무스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA6cp
카바딜플러스정16/12.5mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834135052700013
버퍼린플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777804344600060
맥스타제-에스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700023
핑크프로캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700047
콜디콜캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700050
리세바플러스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032711460900021
아이텐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285645249900043
헤모웰연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700056
지메톨연질캡슐(옥수수불검화정량추출물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXGIZYt217
프로펜디연질캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700074
실리세프연질캡슐350밀리그램(밀크시슬열매건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700090
베어타민정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333323956000092
다이락스-큐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100140
하이점프츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700134
